thing,avgListPrice,medianPrice,popularity,state,statecode,county,maptype,date,avgDate,medianDate,popularityDate
Lincoln,288726,,6,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Allegan,287975,,16,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Idaho,287964,,13,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Delta,287569,164000,33,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ellis,287379,,21,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tompkins,287290,189500,29,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cass,287080,,1,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sagadahoc,286956,,11,Maine,ME,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pender,286952,209500,34,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bedford,286576,,21,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sherburne,286338,126100,15,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cache,286304,,9,Utah,UT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gwinnett,286241,192750,1,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Durham,285934,193000,7,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fresno,285555,,18,California,CA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Johnson,285460,,2,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Isle of Wight,284835,,34,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Allendale,283794,27500,46,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Grand Isle,283706,210000,14,Vermont,VT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rio Grande,282923,149000,40,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Inyo,282737,287000,49,California,CA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hall,282712,,229,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Van Buren,282065,67792,87,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Emmet,281527,281925,27,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Haywood,281337,178000,24,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Vilas,281330,184000,28,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Yellowstone,281167,,4,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Humphreys,280312,83000,54,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wallowa,279855,334250,27,Oregon,OR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saint Mary's,279544,239750,15,Maryland,MD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Edmunds,279200,,29,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Blount,279016,160000,10,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Oconee,278723,130000,16,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hampshire,278240,190000,10,Massachusetts,MA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
DeKalb,278034,,3,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
