year,sex,rank,name,size,perc,total_size,total_perc
1981,F,41,Erica,130,0.4,13082,38.5
1981,M,57,Samuel,130,0.4,22297,62.3
1980,M,58,Zachary,130,0.4,22027,63.2
2013,F,35,Anna,129,0.3,7433,17.8
2013,F,36,Eleanor,129,0.3,7562,18.1
2012,M,65,Jordan,129,0.3,14594,32.7
2012,M,66,Robert,129,0.3,14723,32.9
2011,F,32,Kaylee,129,0.3,"7,168",16.9
2008,M,75,Chase,129,0.3,"17,343",37.6
2008,M,76,Jason,129,0.3,"17,472",37.9
2007,F,34,Sydney,129,0.3,8106,18.8
2007,M,76,Nathaniel,129,0.3,17944,39.3
2005,F,35,Maria,129,0.3,8001,19.9
2005,M,68,Jason,129,0.3,16401,38.7
2005,M,69,Kyle,129,0.3,16530,39.1
2004,F,35,Victoria,129,0.3,8219,20.8
2004,M,69,Jesse,129,0.3,16881,40.1
2003,F,39,Paige,129,0.3,8912,22.6
2003,M,69,Adam,129,0.3,16934,41.3
2003,M,70,Wyatt,129,0.3,17063,41.6
2002,F,34,Paige,129,0.3,8262,21.4
2002,M,65,Jason,129,0.3,16800,41.5
2000,F,44,Rebecca,129,0.3,10381,26.3
1999,F,43,Jordan,129,0.3,10139,26.2
1998,M,68,Mason,129,0.3,18732,45.9
1998,M,69,Taylor,129,0.3,18861,46.2
1998,M,70,Timothy,129,0.3,18990,46.5
1996,M,70,Elijah,129,0.3,19580,48.9
1996,M,71,Lucas,129,0.3,19709,49.3
1992,F,49,Morgan,129,0.3,13218,34.2
1991,M,65,Erik,129,0.3,23278,56.9
1989,M,65,Casey,129,0.3,23102,59.8
1987,M,57,Corey,129,0.4,21644,59.9
1987,M,58,Peter,129,0.4,21773,60.2
1986,M,62,Trevor,129,0.4,22208,62.5
1985,M,60,Gregory,129,0.4,22452,62.6
1983,M,58,Samuel,129,0.4,22596,63.9
1980,F,40,Lindsey,129,0.4,12553,38.1
1980,M,59,Ian,129,0.4,22156,63.6
2013,F,37,Claire,128,0.3,7690,18.4
2012,M,67,Josiah,128,0.3,14851,33.2
2011,M,66,Angel,128,0.3,15027,33.7
2011,M,67,Asher,128,0.3,15155,34.0
2009,F,32,Sydney,128,0.3,7364,16.9
2009,M,72,Josiah,128,0.3,"16,530",36.2
2008,F,35,Peyton,128,0.3,"7,995",18.1
2006,M,76,Brayden,128,0.3,"17,859",40.1
2005,F,36,Brianna,128,0.3,8129,20.2
2005,F,37,Julia,128,0.3,8257,20.5
2005,F,38,Lillian,128,0.3,8385,20.8
2004,F,36,Rachel,128,0.3,8347,21.1
2003,F,40,Savannah,128,0.3,9040,22.9
2003,M,71,Juan,128,0.3,17191,41.9
2002,F,35,Haley,128,0.3,8390,21.8
2002,F,36,Kaitlyn,128,0.3,8518,22.1
2000,M,70,Devin,128,0.3,18529,44.6
1999,M,69,Devin,128,0.3,18589,45.5
1998,M,71,Steven,128,0.3,19118,46.8
1996,F,48,Sabrina,128,0.3,10894,28.8
1994,F,52,Heather,128,0.3,12256,32.4
1989,M,66,Shane,128,0.3,23230,60.2
1988,M,66,Spencer,128,0.3,22991,61.9
1987,M,59,Chad,128,0.4,21901,60.6
1986,F,48,Mary,128,0.4,13711,40.5
1985,M,61,Shawn,128,0.4,22580,63.0
1983,F,49,Heidi,128,0.4,14312,42.9
1982,M,60,Bradley,128,0.4,22599,63.6
1982,M,61,Casey,128,0.4,22727,64.0
2013,M,69,Nolan,127,0.3,14864,33.2
2012,F,35,Victoria,127,0.3,"7,632",17.9
2009,F,33,Amelia,127,0.3,7491,17.2
2006,F,35,Nevaeh,127,0.3,8132,19.2
2006,M,77,Ian,127,0.3,"17,986",40.4
2005,F,39,Kayla,127,0.3,8512,21.1
2004,F,37,Jennifer,127,0.3,8474,21.4
2004,M,70,Ashton,127,0.3,17008,40.4
2004,M,71,Jason,127,0.3,17135,40.7
2003,F,41,Brooke,127,0.3,9167,23.2
2002,M,66,Owen,127,0.3,16927,41.8
2001,F,41,Faith,127,0.3,9479,24.4
2001,M,68,Brian,127,0.3,17382,42.8
2001,M,69,Jared,127,0.3,17509,43.1
1999,M,70,Mason,127,0.3,18716,45.8
1996,F,49,Maria,127,0.3,11021,29.1
1995,F,49,Jordan,127,0.3,11385,30.0
1995,F,50,Julia,127,0.3,11512,30.3
1993,M,67,Garrett,127,0.3,21295,52.9
1993,M,68,Peter,127,0.3,21422,53.2
1992,F,50,Marissa,127,0.3,13345,34.5
1992,M,70,Paul,127,0.3,23223,56.4
1991,F,54,Crystal,127,0.3,14710,37.7
1991,M,66,Mitchell,127,0.3,23405,57.2
1989,F,51,Whitney,127,0.3,14724,39.9
1987,F,46,Kelly,127,0.4,13555,39.8
1987,M,60,Bradley,127,0.4,22028,60.9
1984,M,61,Chad,127,0.4,22640,63.9
1983,M,59,Casey,127,0.4,22723,64.3
1983,M,60,Shane,127,0.4,22850,64.6
1981,F,42,Alicia,127,0.4,13209,38.9
1981,F,43,Brooke,127,0.4,13336,39.2
1981,M,58,Joel,127,0.4,22424,62.7
2012,M,68,Adrian,126,0.3,14977,33.5
2011,F,33,Victoria,126,0.3,"7,294",17.2
2010,F,32,Lucy,126,0.3,"7,061",16.7
2009,M,73,Carson,126,0.3,"16,656",36.5
2009,M,74,Ian,126,0.3,"16,782",36.7
2008,F,36,Brooklyn,126,0.3,"8,121",18.4
2008,F,37,Jasmine,126,0.3,"8,247",18.7
2008,F,38,Lauren,126,0.3,"8,373",19.0
2008,M,77,Jesus,126,0.3,"17,598",38.2
2007,M,77,Blake,126,0.3,18070,39.5
2006,F,36,Victoria,126,0.3,8258,19.5
2006,M,78,Brian,126,0.3,"18,112",40.7
2006,M,79,Kyle,126,0.3,"18,238",41.0
2005,F,40,Morgan,126,0.3,8638,21.4
2004,M,72,Timothy,126,0.3,17261,41.0
2002,M,67,Lucas,126,0.3,17053,42.2
2001,F,42,Allison,126,0.3,9605,24.7
2001,F,43,Victoria,126,0.3,9731,25.0
2001,M,70,Adam,126,0.3,17635,43.4
2000,M,71,Seth,126,0.3,18655,44.9
1999,F,44,Madeline,126,0.3,10265,26.5
1999,M,71,Steven,126,0.3,18842,46.2
1998,F,48,Brooke,126,0.3,10891,28.1
1998,F,49,Chloe,126,0.3,11017,28.4
1997,F,45,Melissa,126,0.3,10597,27.8
1997,F,46,Shelby,126,0.3,10723,28.1
1996,F,50,Amber,126,0.3,11147,29.4
1995,F,51,Katie,126,0.3,11638,30.6
1994,M,64,Dustin,126,0.3,20035,50.6
1994,M,65,Nathaniel,126,0.3,20161,51.0
1992,F,51,Olivia,126,0.3,13471,34.8
1991,F,55,Morgan,126,0.3,14836,38.0
1990,M,68,Gregory,126,0.3,24322,59.8
1987,M,61,Kenneth,126,0.3,22154,61.3
1985,F,51,Courtney,126,0.4,14611,42.5
1984,F,49,Kelsey,126,0.4,14009,41.8
1980,F,41,Brooke,126,0.4,12679,38.4
2013,F,38,Hailey,125,0.3,7815,18.7
2012,M,69,Cameron,125,0.3,15102,33.8
2012,M,70,Carson,125,0.3,15227,34.1
2011,M,68,Brandon,125,0.3,15280,34.3
2010,F,33,Charlotte,125,0.3,"7,186",17.0
2010,M,69,Parker,125,0.3,15599,35.3
2009,F,34,Victoria,125,0.3,7616,17.5
2009,F,35,Zoe,125,0.3,7741,17.8
2009,M,75,Cameron,125,0.3,"16,907",37.0
2008,F,39,Zoe,125,0.3,"8,498",19.2
2007,F,35,Avery,125,0.3,8231,19.0
2007,F,36,Victoria,125,0.3,8356,19.3
2007,M,78,Chase,125,0.3,18195,39.8
2007,M,79,Jesus,125,0.3,18320,40.1
2005,F,41,Katherine,125,0.3,8763,21.7
2005,M,70,Landon,125,0.3,16655,39.3
2005,M,71,Riley,125,0.3,16780,39.6
2004,M,73,Charles,125,0.3,17386,41.3
2003,M,72,Blake,125,0.3,17316,42.2
2002,F,37,Kaylee,125,0.3,8643,22.4
2002,M,68,Angel,125,0.3,17178,42.5
2001,M,71,Wyatt,125,0.3,17760,43.7
2000,M,72,Brian,125,0.3,18780,45.2
1999,M,72,Timothy,125,0.3,18967,46.5
1998,F,50,Allison,125,0.3,11142,28.7
1998,F,51,Shelby,125,0.3,11267,29.0
1998,M,72,Devin,125,0.3,19243,47.1
1997,F,47,Kaitlyn,125,0.3,10848,28.5
1997,F,48,Mariah,125,0.3,10973,28.8
1996,F,51,Julia,125,0.3,11272,29.8
1994,F,53,Katie,125,0.3,12381,32.8
1994,M,66,Gabriel,125,0.3,20286,51.3
1993,F,52,Cassandra,125,0.3,12850,33.4
1993,M,69,Colton,125,0.3,21547,53.5
1993,M,70,Riley,125,0.3,21672,53.8
1992,F,52,Alicia,125,0.3,13596,35.1
1992,F,53,Andrea,125,0.3,13721,35.5
1992,F,54,Kathryn,125,0.3,13846,35.8
1992,M,71,Dillon,125,0.3,23348,56.7
1990,M,69,Erik,125,0.3,24447,60.1
1987,F,47,Cassandra,125,0.4,13680,40.1
1986,F,49,Kelly,125,0.4,13836,40.9
1984,F,50,Christine,125,0.4,14134,42.2
1983,F,50,Cassandra,125,0.4,14437,43.3
2013,M,70,Jaxson,124,0.3,14988,33.5
2013,M,71,Silas,124,0.3,15112,33.7
2012,M,71,Ian,124,0.3,15351,34.3
2011,M,69,Sebastian,124,0.3,15404,34.5
2010,F,34,Kaylee,124,0.3,"7,310",17.3
2010,F,35,Peyton,124,0.3,"7,434",17.6
2010,M,70,Ryder,124,0.3,15723,35.5
2009,F,36,Kaylee,124,0.3,7865,18.1
2009,F,37,Maya,124,0.3,7989,18.3
2007,F,37,Kaylee,124,0.3,8480,19.6
2006,F,37,Julia,124,0.3,8382,19.8
2006,F,38,Katherine,124,0.3,8506,20.1
2006,F,39,Mackenzie,124,0.3,8630,20.4
2005,M,72,Chase,124,0.3,16904,39.9
2004,M,74,Jaden,124,0.3,17510,41.6
2003,F,42,Alexandra,124,0.3,9291,23.5
2003,F,43,Audrey,124,0.3,9415,23.9
2003,F,44,Sierra,124,0.3,9539,24.2
1997,F,49,Vanessa,124,0.3,11097,29.1
1996,F,52,Melissa,124,0.3,11396,30.1
1991,F,56,Jasmine,124,0.3,14960,38.3
1989,F,52,Erica,124,0.3,14848,40.2
1987,F,48,Lisa,124,0.4,13804,40.5
1987,M,62,Alex,124,0.3,22278,61.6
1987,M,63,Joel,124,0.3,22402,62.0
1985,F,52,Kristin,124,0.4,14735,42.9
1984,F,51,Julie,124,0.4,14258,42.5
1982,F,47,Maria,124,0.4,13697,40.3
2013,F,39,Ruby,123,0.3,7938,19.0
2012,F,36,Claire,123,0.3,"7,755",18.2
2011,M,70,Brody,123,0.3,15527,34.8
2010,F,36,Nevaeh,123,0.3,"7,557",17.9
2010,M,71,Juan,123,0.3,15846,35.8
2009,M,76,Luis,123,0.3,"17,030",37.3
2008,F,40,Brianna,123,0.3,"8,621",19.5
2007,M,80,Juan,123,0.3,18443,40.4
2006,F,40,Kaylee,123,0.3,8753,20.7
2006,F,41,Sofia,123,0.3,8876,21.0
2006,M,80,Alex,123,0.3,"18,361",41.2
2006,M,81,Sean,123,0.3,"18,484",41.5
2005,M,73,Eric,123,0.3,17027,40.2
2004,M,75,Eric,123,0.3,17633,41.9
2002,F,38,Brianna,123,0.3,8766,22.7
2002,F,39,Lily,123,0.3,8889,23.1
2002,F,40,Nicole,123,0.3,9012,23.4
2001,M,72,Lucas,123,0.3,17883,44.0
2001,M,73,Trevor,123,0.3,18006,44.3
1997,F,50,Savannah,123,0.3,11220,29.4
1997,M,70,Colton,123,0.3,19253,48.1
1997,M,71,Dakota,123,0.3,19376,48.4
1995,F,52,Laura,123,0.3,11761,31.0
1995,M,63,Richard,123,0.3,18930,48.2
1994,F,54,Marissa,123,0.3,12504,33.1
1993,M,71,Caleb,123,0.3,21795,54.1
1991,F,57,Mary,123,0.3,15083,38.6
1988,M,67,Joel,123,0.3,23114,62.2
1988,M,68,Mitchell,123,0.3,23237,62.5
1987,F,49,Kristina,123,0.4,13927,40.9
1987,M,64,Evan,123,0.3,22525,62.3
1984,F,52,Courtney,123,0.4,14381,42.9
1983,F,51,Maria,123,0.4,14560,43.7
1983,F,52,Samantha,123,0.4,14683,44.1
1981,F,44,April,123,0.4,13459,39.6
1981,F,45,Christine,123,0.4,13582,39.9
1981,F,46,Tara,123,0.4,13705,40.3
1980,M,60,Casey,123,0.4,22279,64.0
2013,M,72,Asher,122,0.3,15234,34.0
2012,M,72,Brandon,122,0.3,15473,34.6
2011,M,71,Colton,122,0.3,15649,35.1
2010,M,72,Robert,122,0.3,15968,36.1
2009,F,38,Alyssa,122,0.3,8111,18.6
2009,F,39,Leah,122,0.3,8233,18.9
2009,M,77,Ryder,122,0.3,"17,152",37.5
2008,M,78,Hayden,122,0.3,"17,720",38.4
2007,F,38,Brooklyn,122,0.3,8602,19.9
2006,F,42,Kaitlyn,122,0.3,8998,21.3
2006,F,43,Kayla,122,0.3,9120,21.6
2005,M,74,Brayden,122,0.3,17149,40.5
2005,M,75,Brian,122,0.3,17271,40.8
2005,M,76,Sean,122,0.3,17393,41.1
2004,F,38,Julia,122,0.3,8596,21.7
2004,F,39,Kaitlyn,122,0.3,8718,22.0
2004,F,40,Lillian,122,0.3,8840,22.3
2004,M,76,Kaden,122,0.3,17755,42.2
2002,F,41,Ella,122,0.3,9134,23.7
2002,M,69,Wyatt,122,0.3,17300,42.8
1997,M,72,Patrick,122,0.3,19498,48.7
1995,F,53,Miranda,122,0.3,11883,31.3
1994,M,67,Lucas,122,0.3,20408,51.6
1994,M,68,Riley,122,0.3,20530,51.9
1987,M,65,Austin,122,0.3,22647,62.7
1986,F,50,Kristen,122,0.4,13958,41.2
1986,M,63,Joel,122,0.3,22330,62.8
1986,M,64,Shane,122,0.3,22452,63.2
1985,F,53,Allison,122,0.4,14857,43.2
1985,F,54,Christine,122,0.4,14979,43.6
1982,F,48,Kristen,122,0.4,13819,40.7
2013,F,40,Ellie,121,0.3,8059,19.3
2013,M,73,Angel,121,0.3,15355,34.3
2012,F,37,Alexis,121,0.3,"7,876",18.4
2012,M,73,Asher,121,0.3,15594,34.9
2011,F,34,Stella,121,0.3,"7,415",17.5
2011,M,72,Cooper,121,0.3,15770,35.4
2010,M,73,Brody,121,0.3,16089,36.4
2006,F,44,Brooke,121,0.3,9241,21.8
2006,F,45,Madeline,121,0.3,9362,22.1
2006,M,82,Blake,121,0.3,"18,605",41.8
2005,F,42,Sofia,121,0.3,8884,22.0
2002,F,42,Faith,121,0.3,9255,24.0
2002,F,43,Katherine,121,0.3,9376,24.3
2001,M,74,Chase,121,0.3,18127,44.6
1999,M,73,Juan,121,0.3,19088,46.8
1998,F,52,Brittany,121,0.3,11388,29.4
1997,F,51,Allison,121,0.3,11341,29.8
1997,F,52,Sophia,121,0.3,11462,30.1
1996,F,53,Cheyenne,121,0.3,11517,30.4
1996,M,72,Ethan,121,0.3,19830,49.6
1995,M,64,Mitchell,121,0.3,19051,48.5
1994,F,55,Chelsea,121,0.3,12625,33.4
1994,M,69,Ian,121,0.3,20651,52.2
1993,F,53,Brittney,121,0.3,12971,33.7
1993,F,54,Laura,121,0.3,13092,34.0
1992,F,55,Mary,121,0.3,13967,36.1
1990,M,70,Corey,121,0.3,24568,60.4
1990,M,71,Dylan,121,0.3,24689,60.7
1987,M,66,Cory,121,0.3,22768,63.0
1985,F,55,Krystal,121,0.4,15100,43.9
1982,M,62,Nathaniel,121,0.3,22848,64.3
1980,F,42,Christine,121,0.4,12800,38.8
1980,F,43,Kristin,121,0.4,12921,39.2
2013,M,74,Dominic,120,0.3,15475,34.6
2013,M,75,Jace,120,0.3,15595,34.8
2013,M,76,Kevin,120,0.3,15715,35.1
2013,M,77,Zachary,120,0.3,15835,35.4
2012,M,74,Charles,120,0.3,15714,35.2
2012,M,75,Dominic,120,0.3,15834,35.4
2011,F,35,Savannah,120,0.3,"7,535",17.8
2011,M,73,Nolan,120,0.3,15890,35.6
2010,F,37,Sarah,120,0.3,"7,677",18.2
2010,M,74,Nolan,120,0.3,16209,36.6
2009,F,40,Allison,120,0.3,8353,19.2
2008,F,41,Madeline,120,0.3,"8,741",19.8
2008,M,79,Justin,120,0.3,"17,840",38.7
2007,M,81,Adam,120,0.3,18563,40.6
2007,M,82,Carson,120,0.3,18683,40.9
2006,F,46,Brianna,120,0.3,9482,22.4
2006,M,83,Cody,120,0.3,"18,725",42.0
2005,M,77,Blake,120,0.3,17513,41.4
2005,M,78,Charles,120,0.3,17633,41.7
2005,M,79,Julian,120,0.3,17753,41.9
2004,F,41,Paige,120,0.3,8960,22.6
2004,M,77,Carson,120,0.3,17875,42.5
2004,M,78,Chase,120,0.3,17995,42.7
2003,F,45,Mackenzie,120,0.3,9659,24.5
2003,M,73,Sean,120,0.3,17436,42.5
2002,F,44,Savannah,120,0.3,9496,24.6
2000,F,45,Claire,120,0.3,10501,26.6
1998,M,73,Garrett,120,0.3,19363,47.4
1997,M,73,Richard,120,0.3,19618,49.0
1995,F,54,Mariah,120,0.3,12003,31.6
1995,M,65,Ethan,120,0.3,19171,48.8
1995,M,66,Juan,120,0.3,19291,49.1
1994,M,70,Chase,120,0.3,20771,52.5
1993,F,55,Natalie,120,0.3,13212,34.3
1991,F,58,Olivia,120,0.3,15203,38.9
1987,F,50,Alyssa,120,0.4,14047,41.2
1984,F,53,Chelsea,120,0.4,14501,43.3
1982,F,49,Cassandra,120,0.4,13939,41.1
1982,M,63,Joel,120,0.3,22968,64.6
1981,F,47,Kristen,120,0.4,13825,40.7
1980,F,44,Lindsay,120,0.4,13041,39.5
2013,M,78,Jason,119,0.3,15954,35.6
2013,M,79,Robert,119,0.3,16073,35.9
2012,F,38,Lucy,119,0.3,"7,995",18.7
2012,M,76,Nolan,119,0.3,15953,35.7
2011,M,74,Charles,119,0.3,16009,35.9
2010,F,38,Stella,119,0.3,"7,796",18.5
2010,M,75,Ian,119,0.3,16328,36.9
2009,F,41,Payton,119,0.3,8472,19.5
2009,M,78,Brody,119,0.3,"17,271",37.8
2008,M,80,Kaden,119,0.3,"17,959",39.0
2008,M,81,Levi,119,0.3,"18,078",39.2
2007,F,39,Kaitlyn,119,0.3,8721,20.2
2007,M,83,Jason,119,0.3,18802,41.1
2006,F,47,Maya,119,0.3,9601,22.7
2006,M,84,Timothy,119,0.3,"18,844",42.3
2004,M,79,Riley,119,0.3,18114,43.0
2003,F,46,Lily,119,0.3,9778,24.8
2002,M,70,Luis,119,0.3,17419,43.1
1999,F,45,Allison,119,0.3,10384,26.8
1996,M,73,Richard,119,0.3,19949,49.9
1995,F,55,Savannah,119,0.3,12122,31.9
1995,M,67,Patrick,119,0.3,19410,49.4
1994,M,71,Scott,119,0.3,20890,52.8
1993,F,56,Caitlin,119,0.3,13331,34.6
1993,F,57,Marissa,119,0.3,13450,34.9
1991,F,59,Angela,119,0.3,15322,39.2
1991,F,60,Breanna,119,0.3,15441,39.5
1991,M,67,Caleb,119,0.3,23524,57.5
1990,M,72,Garrett,119,0.3,24808,61.0
1989,M,67,Corey,119,0.3,23349,60.5
1988,F,52,Lindsay,119,0.3,14393,40.7
1986,F,51,Shannon,119,0.4,14077,41.6
1985,M,62,Ian,119,0.3,22699,63.3
1985,M,63,Trevor,119,0.3,22818,63.7
1983,M,61,Bradley,119,0.3,22969,65.0
1981,F,48,Maria,119,0.4,13944,41.0
1981,M,59,Erik,119,0.3,22543,63.0
1980,M,61,Donald,119,0.3,22398,64.3
2013,F,41,Stella,118,0.3,8177,19.6
2013,M,80,Cooper,118,0.3,16191,36.2
2011,F,36,Harper,118,0.3,"7,653",18.1
2011,F,37,Julia,118,0.3,"7,771",18.4
2010,M,76,Blake,118,0.3,16446,37.2
2009,F,42,Peyton,118,0.3,8590,19.7
2008,F,42,Isabelle,118,0.3,"8,859",20.1
2007,F,40,Julia,118,0.3,8839,20.4
2007,F,41,Madeline,118,0.3,8957,20.7
2007,M,84,Oliver,118,0.3,18920,41.4
2006,M,85,Carson,118,0.3,"18,962",42.6
2004,F,42,Alexandra,118,0.3,9078,22.9
2003,F,47,Kylie,118,0.3,9896,25.1
2003,M,74,Chase,118,0.3,17554,42.8
2002,F,45,Mia,118,0.3,9614,24.9
2002,M,71,Chase,118,0.3,17537,43.3
2002,M,72,Sean,118,0.3,17655,43.6
2002,M,73,Tristan,118,0.3,17773,43.9
2000,M,73,Lucas,118,0.3,18898,45.5
1998,M,74,Bryce,118,0.3,19481,47.7
1996,F,54,Jordan,118,0.3,11635,30.7
1996,M,74,Bryce,118,0.3,20067,50.2
1996,M,75,Cole,118,0.3,20185,50.4
1995,F,56,Cassandra,118,0.3,12240,32.2
1995,F,57,Kimberly,118,0.3,12358,32.5
1995,M,68,Derek,118,0.3,19528,49.7
1995,M,69,Devin,118,0.3,19646,50.0
1994,F,56,Erin,118,0.3,12743,33.7
1994,M,72,Hunter,118,0.3,21008,53.1
1994,M,73,Jeffrey,118,0.3,21126,53.4
1992,F,56,Monica,118,0.3,14085,36.4
1991,F,61,Kristina,118,0.3,15559,39.8
1991,M,68,Shane,118,0.3,23642,57.8
1990,M,73,Blake,118,0.3,24926,61.3
1990,M,74,Nathaniel,118,0.3,25044,61.6
1989,F,53,Kelly,118,0.3,14966,40.6
1989,F,54,Lisa,118,0.3,15084,40.9
1989,M,68,Spencer,118,0.3,23467,60.8
1986,F,52,Holly,118,0.3,14195,41.9
1986,M,65,Evan,118,0.3,22570,63.5
1980,F,45,Kathryn,118,0.4,13159,39.9
2013,M,81,Jose,117,0.3,16308,36.4
2011,M,75,Josiah,117,0.3,16126,36.2
2010,F,39,Alyssa,117,0.3,"7,913",18.7
2010,M,77,Luis,117,0.3,16563,37.4
2010,M,78,Riley,117,0.3,16680,37.7
2008,F,43,Lucy,117,0.3,"8,976",20.3
2008,M,82,Charles,117,0.3,"18,195",39.5
2007,F,42,Brianna,117,0.3,9074,21.0
2007,M,85,Brian,117,0.3,19037,41.7
2007,M,86,Eric,117,0.3,19154,41.9
2006,M,86,Chase,117,0.3,"19,079",42.8
2005,F,43,Savannah,117,0.3,9001,22.3
2005,M,80,Adrian,117,0.3,17870,42.2
2003,F,48,Kaylee,117,0.3,10013,25.4
2003,M,75,Liam,117,0.3,17671,43.1
2002,F,46,Zoe,117,0.3,9731,25.2
2002,M,74,Seth,117,0.3,17890,44.2
2002,M,75,Spencer,117,0.3,18007,44.5
2001,F,44,Jenna,117,0.3,9848,25.3
2000,M,74,Sean,117,0.3,19015,45.7
2000,M,75,Taylor,117,0.3,19132,46.0
1999,F,46,Rebecca,117,0.3,10501,27.1
1999,M,74,Taylor,117,0.3,19205,47.0
1998,M,75,Jackson,117,0.3,19598,48.0
1996,F,55,Brooke,117,0.3,11752,31.0
1996,F,56,Erin,117,0.3,11869,31.3
1996,F,57,Katelyn,117,0.3,11986,31.7
1996,F,58,Sara,117,0.3,12103,32.0
1996,M,76,Mitchell,117,0.3,20302,50.7
1995,F,58,Heather,117,0.3,12475,32.8
1994,F,57,Andrea,117,0.3,12860,34.0
1994,F,58,Sydney,117,0.3,12977,34.3
1994,M,74,Logan,117,0.3,21243,53.7
1993,F,58,Hailey,117,0.3,13567,35.2
1993,M,72,Mark,117,0.3,21912,54.4
1992,M,72,Bryan,117,0.3,23465,57.0
1991,F,62,Haley,117,0.3,15676,40.1
1991,M,69,Casey,117,0.3,23759,58.1
1990,F,56,Maria,117,0.3,15580,40.2
1989,F,55,Allison,117,0.3,15201,41.2
1988,F,53,Brittney,117,0.3,14510,41.0
1987,F,51,Hannah,117,0.3,14164,41.6
1985,F,56,Vanessa,117,0.3,15217,44.3
1984,M,62,Bradley,117,0.3,22757,64.3
1984,M,63,Shawn,117,0.3,22874,64.6
1983,F,53,Chelsea,117,0.4,14800,44.4
1982,F,50,Kathryn,117,0.3,14056,41.4
2012,F,39,Naomi,116,0.3,"8,111",19.0
2012,M,77,Lincoln,116,0.3,16069,36.0
2011,F,38,Lucy,116,0.3,"7,887",18.6
2010,F,40,Maya,116,0.3,"8,029",19.0
2009,F,43,Lucy,116,0.3,8706,20.0
2009,F,44,Riley,116,0.3,8822,20.3
2008,F,44,Sydney,116,0.3,"9,092",20.6
2008,M,83,Juan,116,0.3,"18,311",39.7
2006,M,87,Luis,116,0.3,"19,195",43.1
2004,M,80,Tristan,116,0.3,18230,43.3
2003,F,49,Claire,116,0.3,10129,25.7
2003,F,50,Lillian,116,0.3,10245,26.0
2003,M,76,Brian,116,0.3,17787,43.4
2003,M,77,Henry,116,0.3,17903,43.6
2003,M,78,Jaden,116,0.3,18019,43.9
2003,M,79,Jesse,116,0.3,18135,44.2
2001,F,45,Haley,116,0.3,9964,25.6
2000,F,46,Allison,116,0.3,10617,26.9
1999,F,47,Bailey,116,0.3,10617,27.4
1999,M,75,Jackson,116,0.3,19321,47.3
1999,M,76,Jeremy,116,0.3,19437,47.6
1997,F,53,Amber,116,0.3,11578,30.4
1997,M,74,Charles,116,0.3,19734,49.3
1996,F,59,Chloe,116,0.3,12219,32.3
1996,M,77,Luke,116,0.3,20418,51.0
1995,F,59,Vanessa,116,0.3,12591,33.1
1995,M,70,Colton,116,0.3,19762,50.3
1994,F,59,Laura,116,0.3,13093,34.6
1993,F,59,Mariah,116,0.3,13683,35.5
1992,F,57,Erin,116,0.3,14201,36.7
1992,F,58,Madison,116,0.3,14317,37.0
1991,F,63,Erica,116,0.3,15792,40.4
1989,M,69,Cory,116,0.3,23583,61.1
1988,M,69,Chad,116,0.3,23353,62.8
1987,M,67,Casey,116,0.3,22884,63.3
1986,F,53,Christine,116,0.3,14311,42.3
1986,F,54,Natalie,116,0.3,14427,42.6
1986,M,66,Ian,116,0.3,22686,63.8
1985,F,57,Holly,116,0.3,15333,44.6
1983,F,54,April,116,0.3,14916,44.8
1983,F,55,Kelsey,116,0.3,15032,45.1
1981,F,49,Kathryn,116,0.3,14060,41.4
1981,M,60,Seth,116,0.3,22659,63.3
2012,M,78,Jeremiah,115,0.3,16184,36.2
2011,F,39,Maya,115,0.3,"8,002",18.9
2011,F,40,Naomi,115,0.3,"8,117",19.2
2010,F,41,Taylor,115,0.3,"8,144",19.3
2009,F,45,Alexa,115,0.3,8937,20.5
2008,M,84,Ian,115,0.2,"18,426",40.0
2007,F,43,Amelia,115,0.3,9189,21.3
2005,F,44,Faith,115,0.3,9116,22.6
2003,M,80,Charles,115,0.3,18250,44.5
2001,F,46,Alexandra,115,0.3,10079,25.9
2001,M,75,Garrett,115,0.3,18242,44.9
2000,F,47,Destiny,115,0.3,10732,27.2
1999,M,77,Charles,115,0.3,19552,47.9
1998,M,76,Levi,115,0.3,19713,48.3
1998,M,77,Patrick,115,0.3,19828,48.5
1996,M,78,Charles,115,0.3,20533,51.3
1992,F,59,Alexandria,115,0.3,14432,37.3
1991,F,64,Brittney,115,0.3,15907,40.7
1991,M,70,Connor,115,0.3,23874,58.4
1991,M,71,Kenneth,115,0.3,23989,58.7
1990,F,57,Ariel,115,0.3,15695,40.5
1990,M,75,Joel,115,0.3,25159,61.9
1988,F,54,Erica,115,0.3,14625,41.4
1987,M,68,Nathaniel,115,0.3,22999,63.6
1986,M,67,Alex,115,0.3,22801,64.2
1985,M,64,Casey,115,0.3,22933,64.0
1985,M,65,Erik,115,0.3,23048,64.3
1984,F,54,Kristin,115,0.3,14616,43.6
1980,F,46,Erica,115,0.3,13274,40.2
1980,F,47,Misty,115,0.3,13389,40.6
1980,M,62,Samuel,115,0.3,22513,64.6
2011,M,76,Ian,114,0.3,16240,36.4
2010,F,42,Sydney,114,0.3,"8,258",19.6
2010,M,79,Chase,114,0.3,16794,38.0
2009,F,46,Nevaeh,114,0.3,9051,20.8
2008,F,45,Riley,114,0.3,"9,206",20.8
2007,F,44,Jessica,114,0.3,9303,21.5
2006,M,88,Levi,114,0.3,"19,309",43.4
