airline,country,status
Metro Airlines,USA,Inactive
Metro Int,USA,Inactive
Metroflight,USA,Inactive
Metrojet,USA,Inactive
Metropolis,Netherlands,Inactive
Mexican Air Force,Mexico,Active
Mexican Gvmt,Mexico,Active
Mexicana,Mexico,Inactive
Mexicana Link,Mexico,Inactive
Mexico Air Force,Mexico,Inactive
Mey-Air,Norway,Inactive
MGC Airlines,South Africa,Active
MGM Grand Air,USA,Inactive
MHS Aviation,Malaysia,Active
Miami Air International,USA,Active
MIAT Mongolian,Mongolia,Active
Mid Airlines,Sudan,Active
Mid East Jet,Saudia Arabia,Active
Mid Pacific Cargo,USA,Inactive
Midair,USA,Inactive
Midatlantic Airways (US Airways Express),USA,Inactive
Midex Airlines,United Arab Emirates,Active
Midway Airlines,USA,Inactive
Midway Connection,USA,Inactive
Midway Express,USA,Inactive
Midwest Airlines,USA,Inactive
Midwest Airlines Egypt,Egypt,Inactive
Midwest Express,USA,Inactive
Mihin Air,Sri Lanka,Active
Millon Air,USA,Inactive
Milne Bay Air,Papua New Guinea,Inactive
Minerve,France,Inactive
Minerve Canada,Canada,Inactive
Miniliner,Italy,Active
Ministic Air,Canada,Inactive
Minoan Air,Greece,Active
Mid Airlines,Sudan,Active
Mid East Jet,Saudia Arabia,Active
Mid Pacific Cargo,USA,Inactive
Midair,USA,Inactive
Midatlantic Airways (US Airways Express),USA,Inactive
Midex Airlines,United Arab Emirates,Active
Midway Airlines,USA,Inactive
Midway Connection,USA,Inactive
Midway Express,USA,Inactive
Midwest Airlines,USA,Inactive
Midwest Airlines Egypt,Egypt,Inactive
Midwest Express,USA,Inactive
Mihin Air,Sri Lanka,Active
Millon Air,USA,Inactive
Milne Bay Air,Papua New Guinea,Inactive
Minerve,France,Inactive
Minerve Canada,Canada,Inactive
Miniliner,Italy,Active
Ministic Air,Canada,Inactive
Minoan Air,Greece,Active
Mint Airways,Spain,Inactive
Mistral Air,Italy,Active
MK Airlines,Ghana,Inactive
MNG Airlines,Turkey,Active
Mocambique EXpresso,Mozambique,Active
Modiluft,India,Inactive
Mokulele Airlines,USA,Inactive
Moldavian Airlines,Moldavia,Active
Monarch Airlines,United Kingdom,Active
Mondair,Morocco,Inactive
Mongolian Airlines,Mongolia,Inactive
MontAir,Montenegro,Inactive
Montenegro Airlines,Montenegro,Active
Morningstar Air Express,Canada,Active
Morocco Airways,Morocco,Inactive
Morris Air,USA,Inactive
Moscow Airlines,Russia,Inactive
Moskovia Airlines,Russia,Active
Mount Cook Airlines (Air New Zealand),New Zealand,Active
Mountain West Airlines,USA,Inactive
Mint Airways,Spain,Inactive
Mistral Air,Italy,Active
MK Airlines,Ghana,Inactive
MNG Airlines,Turkey,Active
Mocambique EXpresso,Mozambique,Active
Modiluft,India,Inactive
Mokulele Airlines,USA,Inactive
Moldavian Airlines,Moldavia,Active
Monarch Airlines,United Kingdom,Active
Mondair,Morocco,Inactive
Mongolian Airlines,Mongolia,Inactive
MontAir,Montenegro,Inactive
Montenegro Airlines,Montenegro,Active
Morningstar Air Express,Canada,Active
Morocco Airways,Morocco,Inactive
Morris Air,USA,Inactive
Moscow Airlines,Russia,Inactive
Moskovia Airlines,Russia,Active
Mount Cook Airlines (Air New Zealand),New Zealand,Active
Mountain West Airlines,USA,Inactive
MRK,Ukraine,Inactive
MSA,Malaysia,Inactive
Muk Air,Denmark,Inactive
Muse Air,USA,Inactive
My Travel Airways,United Kingdom,Inactive
My Travel Airways AS,Denmark,Inactive
MyAir,Italy,Inactive
Myanma Airways,Myanmar,Active
Myanmar Airways Int,Myanmar,Active
MyCargo Airlines,Turkey,Active
MRK,Ukraine,Inactive
MSA,Malaysia,Inactive
Muk Air,Denmark,Inactive
Muse Air,USA,Inactive
My Travel Airways,United Kingdom,Inactive
My Travel Airways AS,Denmark,Inactive
MyAir,Italy,Inactive
Myanma Airways,Myanmar,Active
Myanmar Airways Int,Myanmar,Active
MyCargo Airlines,Turkey,Active
Nacam-National Airways Cameroon,Cameroon,Inactive
Nacional Transportes Aereos,Brazil,Inactive
Naft Air Lines,Iran,Active
Nakanihon Airline Svc,Japan,Inactive
NAM Air,Indonesia,Active
Namib Air,Namibia,Inactive
NAS Air,Mali,Inactive
Nas Air Saudi Arabia,Saudia Arabia,Inactive
NASA,USA,Inactive
NasAir,Eritrea,Active
Nationair,Canada,Inactive
National Air Cargo,USA,Active
National Air Charter,Indonesia,Inactive
National Air Services,Saudia Arabia,Active
National Airlines,USA,Inactive
National Airlines (Chile),Chile,Inactive
National Airways,Canada,Active
National Jet Service,USA,Inactive
National Jet Systems,Australia,Inactive
National Jet-Surveillance,Australia,Active
National Jets Italy,Italy,Inactive
Nationale Regionale Transport,Gabon,Active
Nations Air,USA,Inactive
Nationwide Air Charter,South Africa,Inactive
Naturelink Charter,South Africa,Active
Nav Canada,Canada,Active
Naysa,Spain,Active
Nayzak Air Transport,Libya,Inactive
Necon Air,Nepal,Inactive
Neo Taxi Aereo,Brazil,Active
Neos,Italy,Active
Nepal Airlines Corporation,Nepal,Active
Neptune Air,Malaysia,Active
Neptune Aviation Services,USA,Active
Nesma Airlines,Egypt,Active
Netherlines,Netherlands,Inactive
Netjets,USA,Inactive
Network Aviation,Ghana,Inactive
Network Aviation Australia,Australia,Active
New Air & Tours,Canada,Inactive
National Jets Italy,Italy,Inactive
Nationale Regionale Transport,Gabon,Active
Nations Air,USA,Inactive
Nationwide Air Charter,South Africa,Inactive
Naturelink Charter,South Africa,Active
Nav Canada,Canada,Active
Naysa,Spain,Active
Nayzak Air Transport,Libya,Inactive
Necon Air,Nepal,Inactive
Neo Taxi Aereo,Brazil,Active
Neos,Italy,Active
Nepal Airlines Corporation,Nepal,Active
Neptune Air,Malaysia,Active
Neptune Aviation Services,USA,Active
Nesma Airlines,Egypt,Active
Netherlines,Netherlands,Inactive
Netjets,USA,Inactive
Network Aviation,Ghana,Inactive
Network Aviation Australia,Australia,Active
New Air & Tours,Canada,Inactive
New York Air,USA,Inactive
New Zealand Air,New Zealand,Inactive
Newair,Denmark,Inactive
NewGen Airways,Thailand,Active
News America,USA,Inactive
Nextjet,Sweden,Active
NFD,Germany,Inactive
Nica,Nicaragua,Inactive
Nicon Airways,Nigeria,Inactive
Niger Gvmt,Nigeria,Active
Nigeria Airways,Nigeria,Inactive
Nigerian Eagle Airlines,Nigeria,Inactive
Nigerian Global,Nigeria,Inactive
Nihon Kinkyori,Japan,Inactive
Niki,Austria,Active
Nile Air,Egypt,Active
Nippon Cargo Airlines,Japan,Active
Nok Air,Thailand,Active
Nok Mini,Thailand,Active
Nolinor Aviation,Canada,Active
New York Air,USA,Inactive
New Zealand Air,New Zealand,Inactive
Newair,Denmark,Inactive
NewGen Airways,Thailand,Active
News America,USA,Inactive
Nextjet,Sweden,Active
NFD,Germany,Inactive
Nica,Nicaragua,Inactive
Nicon Airways,Nigeria,Inactive
Niger Gvmt,Nigeria,Active
Nigeria Airways,Nigeria,Inactive
Nigerian Eagle Airlines,Nigeria,Inactive
Nigerian Global,Nigeria,Inactive
Nihon Kinkyori,Japan,Inactive
Niki,Austria,Active
Nile Air,Egypt,Active
Nippon Cargo Airlines,Japan,Active
Nok Air,Thailand,Active
Nok Mini,Thailand,Active
Nolinor Aviation,Canada,Active
Nord-Flyg,Sweden,Inactive
Nordair,Canada,Inactive
Nordavia Regional Airlines,Russia,Active
Nordeste Lineas Aereas,Brazil,Inactive
Nordic Air,Denmark,Inactive
Nordic Airlink,Sweden,Inactive
Nordic East Int Airways,Sweden,Inactive
Nordic European,Sweden,Inactive
Nordic Express,Sweden,Inactive
Nordic Global Airlines,Finland,Active
Nordic Regional,Sweden,Inactive
Nordic Solutions,Lithuania,Inactive
NordStar,Russia,Active
Nordstress Australia,Australia,Inactive
Nordwind Airlines,Russia,Active
Norfolk Island,Australia,Inactive
Norfolk Jet Express,Australia,Inactive
Noroeste,Mexico,Inactive
Norse Air Charter,South Africa,Active
Norsk Air,Norway,Inactive
Nord-Flyg,Sweden,Inactive
Nordair,Canada,Inactive
Nordavia Regional Airlines,Russia,Active
Nordeste Lineas Aereas,Brazil,Inactive
Nordic Air,Denmark,Inactive
Nordic Airlink,Sweden,Inactive
Nordic East Int Airways,Sweden,Inactive
Nordic European,Sweden,Inactive
Nordic Express,Sweden,Inactive
Nordic Global Airlines,Finland,Active
Nordic Regional,Sweden,Inactive
Nordic Solutions,Lithuania,Inactive
NordStar,Russia,Active
Nordstress Australia,Australia,Inactive
Nordwind Airlines,Russia,Active
Norfolk Island,Australia,Inactive
Norfolk Jet Express,Australia,Inactive
Noroeste,Mexico,Inactive
Norse Air Charter,South Africa,Active
Norsk Air,Norway,Inactive
North American Airlines,USA,Active
North Atlantic Airways,South Africa,Inactive
North Cariboo Air,Canada,Active
North East Airlines,Swaziland,Inactive
North Pacific Airlines,USA,Inactive
North Pacific Avtn,China,Inactive
North-South Airways,Canada,Inactive
North-Wright Airways,Canada,Active
Northeast Airlines,China,Inactive
Northeast Bolivian Airlines,Bolivia,Inactive
Northeastern,USA,Inactive
Northern Air Cargo,USA,Active
Northern Thunderbird Air,Canada,Active
Northwest Airlines,USA,Inactive
Northwest Express Airlines,USA,Inactive
Nortjet,Spain,Inactive
Norving,Norway,Inactive
Norway Airlines,Norway,Inactive
Norwegian Air Shuttle,Norway,Active
Norwegian Long Haul,Norway,Active
North American Airlines,USA,Active
North Atlantic Airways,South Africa,Inactive
North Cariboo Air,Canada,Active
North East Airlines,Swaziland,Inactive
North Pacific Airlines,USA,Inactive
North Pacific Avtn,China,Inactive
North-South Airways,Canada,Inactive
North-Wright Airways,Canada,Active
Northeast Airlines,China,Inactive
Northeast Bolivian Airlines,Bolivia,Inactive
Northeastern,USA,Inactive
Northern Air Cargo,USA,Active
Northern Thunderbird Air,Canada,Active
Northwest Airlines,USA,Inactive
Northwest Express Airlines,USA,Inactive
Nortjet,Spain,Inactive
Norving,Norway,Inactive
Norway Airlines,Norway,Inactive
Norwegian Air Shuttle,Norway,Active
Norwegian Long Haul,Norway,Active
Nouvelair,Tunisia,Active
Nova Air,Mexico,Inactive
Nova Airways,Sudan,Active
Novair,Sweden,Active
Novo Air,Bangladesh,Active
Now Airlines,United Kingdom,Inactive
NSA Turkmenistan,Turkmenistan,Inactive
Nuevo Continente,Peru,Inactive
Nusantara,Malaysia,Inactive
Nusantara Air,Indonesia,Active
NWT Air,Canada,Inactive
Nouvelair,Tunisia,Active
Nova Air,Mexico,Inactive
Nova Airways,Sudan,Active
Novair,Sweden,Active
Novo Air,Bangladesh,Active
Now Airlines,United Kingdom,Inactive
NSA Turkmenistan,Turkmenistan,Inactive
Nuevo Continente,Peru,Inactive
Nusantara,Malaysia,Inactive
Nusantara Air,Indonesia,Active
NWT Air,Canada,Inactive
O-Air,France,Inactive
Oasis Hong Kong Airlines,Hong-Kong,Inactive
Oasis Int Airlines,Spain,Inactive
Occitania Jet Fleet,France,Inactive
Ocean Airlines,Italy,Inactive
Oceanair,Brazil,Inactive
Octavia Airlines,France,Inactive
Odette Airways,Switzerland,Inactive
Odyssey International,Canada,Inactive
Okada Air,Nigeria,Inactive
Okay Airways,China,Active
OLT Express,Poland,Inactive
OLT Express Germany,Germany,Inactive
OLT Express Regional,Poland,Inactive
Olympic Air,Greece,Active
Olympic Airlines,Greece,Inactive
Olympic Airways,Greece,Inactive
Olympic Aviation,Greece,Inactive
Oman Air,Oman,Active
Oman Gvmt,Oman,Active
Omega Air,USA,Active
Omega Air Honduras,Honduras,Inactive
Omni,Portugal,Active
Omni Air International,USA,Active
Omniflys,Mexico,Active
ONA,Belgium,Inactive
One Airlines,Chile,Active
One-Two-Go Airlines,Thailand,Inactive
Ontario Express,Canada,Inactive
Onur Air,Turkey,Active
Open Skies,United Kingdom,Inactive
Open Skies France,France,Active
Orange Air,Sierra Leone,Inactive
Orbest,Portugal,Active
Orbest Orizonia Airlines,Spain,Inactive
ORBI Georgian,Georgia,Inactive
Orbit Express,Turkey,Inactive
Orca Air,Egypt,Inactive
Orenair,Russia,Active
Orient Air,Syria,Inactive
Omega Air,USA,Active
Omega Air Honduras,Honduras,Inactive
Omni,Portugal,Active
Omni Air International,USA,Active
Omniflys,Mexico,Active
ONA,Belgium,Inactive
One Airlines,Chile,Active
One-Two-Go Airlines,Thailand,Inactive
Ontario Express,Canada,Inactive
Onur Air,Turkey,Active
Open Skies,United Kingdom,Inactive
Open Skies France,France,Active
Orange Air,Sierra Leone,Inactive
Orbest,Portugal,Active
Orbest Orizonia Airlines,Spain,Inactive
ORBI Georgian,Georgia,Inactive
Orbit Express,Turkey,Inactive
Orca Air,Egypt,Inactive
Orenair,Russia,Active
Orient Air,Syria,Inactive
Orient Eagle Airways,Kazakhstan,Inactive
Orient Thai Airlines,Thailand,Active
Oriental Air Bridge,Japan,Active
Origin Pacific Airways,New Zealand,Inactive
Orion Airways,United Kingdom,Inactive
Orionair,Spain,Inactive
Orix,Ireland,Inactive
Our Airline,Nauru,Active
Overland Airways,Nigeria,Active
Overseas National Airways,Belgium,Inactive
Oxley Airlines ,USA,Inactive
Oxygene Airways,France,Inactive
Ozark Airlines,USA,Inactive
OzJet,Australia,Inactive
Orient Eagle Airways,Kazakhstan,Inactive
Orient Thai Airlines,Thailand,Active
Oriental Air Bridge,Japan,Active
Origin Pacific Airways,New Zealand,Inactive
Orion Airways,United Kingdom,Inactive
Orionair,Spain,Inactive
Orix,Ireland,Inactive
Our Airline,Nauru,Active
Overland Airways,Nigeria,Active
Overseas National Airways,Belgium,Inactive
Oxley Airlines ,USA,Inactive
Oxygene Airways,France,Inactive
Ozark Airlines,USA,Inactive
OzJet,Australia,Inactive
Pace Airlines,USA,Active
Pace Cargo Enterprises,USA,Inactive
Pacific Airlines,Vietnam,Inactive
Pacific Blue,New Zealand,Active
Pacific Coastal Airlines,Canada,Active
Pacific East Asia Cargo Airlines,Philippines,Inactive
Pacific Express,USA,Inactive
Pacific Flyer,Palau,Inactive
Pacific Pearl Airways,Philippines,Inactive
Pacific Royale Airways,Indonesia,Inactive
Pacific Southwest Airlines,USA,Inactive
Pacific Sun Airways,Fiji,Active
Pacific Transair,Australia,Inactive
Pacific Western,Canada,Inactive
Pakistan Gvmt,Pakistan,Active
Pakistan International Airlines,Pakistan,Active
PAL Airlines,Chile,Active
PAL Express,Philippines,Active
Palair Macedonian,Macedonia,Inactive
Palau Airways,Palau,Inactive
Palau Micronesia Air,Palau,Inactive
Palestinian Airlines,Occupied Palestinian Territory,Active
Palm Aire,Chile,Inactive
Palmair,United Kingdom,Inactive
Pamir Airways,Afghanistan,Inactive
Pan African Express,Congo,Inactive
Pan Air,Spain,Active
Pan Am,USA,Inactive
Pan Am Express,USA,Inactive
Pan Europeenne Air Service,France,Active
Panair,Italy,Inactive
Panair Inc,USA,Inactive
Pantanal Linhas Aereas,Brazil,Inactive
Paramount Airways,United Kingdom,Inactive
Paramount India,India,Inactive
Paramount USA,USA,Inactive
Pascan Aviation,Canada,Active
Passaredo,Brazil,Active
Patriot Air,USA,Inactive
Paukn Air,Spain,Inactive
Palau Micronesia Air,Palau,Inactive
Palestinian Airlines,Occupied Palestinian Territory,Active
Palm Aire,Chile,Inactive
Palmair,United Kingdom,Inactive
Pamir Airways,Afghanistan,Inactive
Pan African Express,Congo,Inactive
Pan Air,Spain,Active
Pan Am,USA,Inactive
Pan Am Express,USA,Inactive
Pan Europeenne Air Service,France,Active
Panair,Italy,Inactive
Panair Inc,USA,Inactive
Pantanal Linhas Aereas,Brazil,Inactive
Paramount Airways,United Kingdom,Inactive
Paramount India,India,Inactive
Paramount USA,USA,Inactive
Pascan Aviation,Canada,Active
Passaredo,Brazil,Active
Patriot Air,USA,Inactive
Paukn Air,Spain,Inactive
Pawa Dominicana,Dominican Republic,Active
PB Air,Thailand,Inactive
PC Air,Thailand,Inactive
Peach Air,United Kingdom,Inactive
Peach Aviation,Japan,Active
Pegasus Airlines,Turkey,Active
Pegasus Asia,Kyrgyzstan,Active
Pel-Air,Australia,Active
Pelangi Air,Malaysia,Inactive
Pelican Air Services,South Africa,Inactive
Pelita Air Service,Indonesia,Active
PenAir,USA,Active
Penas Air,Indonesia,Inactive
Pennsylvania Airlines,USA,Inactive
PENTA Airlines,Brazil,Active
People Express,USA,Inactive
People s Viennaline,Austria,Active
Peoples Liberation Army Air Force,China,Active
Perla Airlines,Venezuela,Active
Peruvian Air Force,Peru,Active
Pawa Dominicana,Dominican Republic,Active
PB Air,Thailand,Inactive
PC Air,Thailand,Inactive
Peach Air,United Kingdom,Inactive
Peach Aviation,Japan,Active
Pegasus Airlines,Turkey,Active
Pegasus Asia,Kyrgyzstan,Active
Pel-Air,Australia,Active
Pelangi Air,Malaysia,Inactive
Pelican Air Services,South Africa,Inactive
Pelita Air Service,Indonesia,Active
PenAir,USA,Active
Penas Air,Indonesia,Inactive
Pennsylvania Airlines,USA,Inactive
PENTA Airlines,Brazil,Active
People Express,USA,Inactive
People s Viennaline,Austria,Active
Peoples Liberation Army Air Force,China,Active
Perla Airlines,Venezuela,Active
Peruvian Air Force,Peru,Active
Peruvian Airlines,Peru,Active
Peruvian Gvmt,Peru,Inactive
Petra Airlines,Jordan,Inactive
Petro Air,Libya,Active
Petroff Air,Russia,Active
Petroleum Air Services,Egypt,Active
PGA Express,Portugal,Active
PGA Portugalia Airlines,Portugal,Active
Pharaoh Airlines,Egypt,Inactive
Philippine Airlines,Philippines,Active
Philippine Gvmt,Philippines,Inactive
Phoenix Aviation,Kyrgyzstan,Inactive
Phuket Airlines,Thailand,Inactive
Piedmont,USA,Active
Pinnacle Airlines,USA,Inactive
Pionair,Australia,Inactive
Platinum Jet Air,Canada,Inactive
Players Air,USA,Inactive
Pluna,Uruguay,Inactive
Plus Ultra Lineas Aereas,Spain,Inactive
Peruvian Airlines,Peru,Active
Peruvian Gvmt,Peru,Inactive
Petra Airlines,Jordan,Inactive
Petro Air,Libya,Active
Petroff Air,Russia,Active
Petroleum Air Services,Egypt,Active
PGA Express,Portugal,Active
PGA Portugalia Airlines,Portugal,Active
Pharaoh Airlines,Egypt,Inactive
Philippine Airlines,Philippines,Active
Philippine Gvmt,Philippines,Inactive
Phoenix Aviation,Kyrgyzstan,Inactive
Phuket Airlines,Thailand,Inactive
Piedmont,USA,Active
Pinnacle Airlines,USA,Inactive
Pionair,Australia,Inactive
Platinum Jet Air,Canada,Inactive
Players Air,USA,Inactive
Pluna,Uruguay,Inactive
Plus Ultra Lineas Aereas,Spain,Inactive
PMT Air,Cambodia,Inactive
Polar Air Cargo,USA,Active
Polar Airlines de Mexico,Mexico,Inactive
Polaris,USA,Inactive
Polet Aviakompania,Russia,Active
Polish Government,Poland,Active
Polynesian Airlines,West Samoa,Inactive
Polynesian Blue,West Samoa,Inactive
Porter Airlines,Canada,Active
Precision Air Services,Tanzania,Active
Premiair,Denmark,Active
Premium Air Shuttle,Nigeria,Inactive
Presidencia de la Republica de Guinea Ecuatorial,Equatorial Guinea,Active
President Airlines,Cambodia,Inactive
Presidential Air,USA,Inactive
Presidential Airways,USA,Inactive
Prest Affair,France,Inactive
Prima Air,Canada,Inactive
Primaris Airlines,USA,Inactive
Prime Aviation,Kazakhstan,Active
PMT Air,Cambodia,Inactive
Polar Air Cargo,USA,Active
Polar Airlines de Mexico,Mexico,Inactive
Polaris,USA,Inactive
Polet Aviakompania,Russia,Active
Polish Government,Poland,Active
Polynesian Airlines,West Samoa,Inactive
Polynesian Blue,West Samoa,Inactive
Porter Airlines,Canada,Active
Precision Air Services,Tanzania,Active
Premiair,Denmark,Active
Premium Air Shuttle,Nigeria,Inactive
Presidencia de la Republica de Guinea Ecuatorial,Equatorial Guinea,Active
President Airlines,Cambodia,Inactive
Presidential Air,USA,Inactive
Presidential Airways,USA,Inactive
Prest Affair,France,Inactive
Prima Air,Canada,Inactive
Primaris Airlines,USA,Inactive
Prime Aviation,Kazakhstan,Active
Primera Air,Iceland,Inactive
Primera Air Scandinavia,Denmark,Active
Prince Edward Air,Canada,Inactive
Princess Air,United Kingdom,Inactive
Princess Airlines,Greece,Inactive
PrivaJet,Malta,Active
Privatair,Switzerland,Active
